layer_id,shape,precision,tactic,candidate_operator,confidence
395,"inputs=[{""name"":""hidden_l14"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574586_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye622184dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L15:o_proj,HIGH
397,"inputs=[{""name"":""__myln_k_arg__bb1_3060"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye622189dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569540/up_proj_15/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569541/up_proj_15/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3062"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L15:up_proj,HIGH
398,"inputs=[{""name"":""__myln_k_arg__bb1_3062"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3061"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622194dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3063"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L15:gate_proj,HIGH
399,"inputs=[{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3063"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8104 _ ONNXTRT_Broadcast_4530_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l15"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L15:down_proj,HIGH
403,"inputs=[{""name"":""__myln_k_arg__bb1_3067"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622199dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3068"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L16:v_proj,HIGH
407,"inputs=[{""name"":""__myln_k_arg__bb1_3066"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622357dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3071"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L16:k_proj,HIGH
411,"inputs=[{""name"":""__myln_k_arg__bb1_3065"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622362dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3076"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L16:q_proj,HIGH
415,"inputs=[{""name"":""/Add_64_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_132 _ /Transpose_83_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569614/MatMul_32_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569615/MatMul_32_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569611"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
418,"inputs=[{""name"":""/Softmax_16_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_33_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569635/MatMul_33_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569636/MatMul_33_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3082"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
420,"inputs=[{""name"":""hidden_l15"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574592_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye622714dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3084"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L16:o_proj,HIGH
422,"inputs=[{""name"":""__myln_k_arg__bb1_3085"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye622719dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569659/up_proj_16/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569660/up_proj_16/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3087"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L16:up_proj,HIGH
423,"inputs=[{""name"":""__myln_k_arg__bb1_3087"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3086"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622724dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3088"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L16:gate_proj,HIGH
424,"inputs=[{""name"":""__myln_k_arg__bb1_3084"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3088"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8140 _ ONNXTRT_Broadcast_4813_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l16"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L16:down_proj,HIGH
428,"inputs=[{""name"":""__myln_k_arg__bb1_3092"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622729dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3093"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L17:v_proj,HIGH
432,"inputs=[{""name"":""__myln_k_arg__bb1_3091"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622887dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3096"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L17:k_proj,HIGH
436,"inputs=[{""name"":""__myln_k_arg__bb1_3090"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622892dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3101"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L17:q_proj,HIGH
440,"inputs=[{""name"":""/Add_68_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_140 _ /Transpose_88_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569733/MatMul_34_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569734/MatMul_34_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569730"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
443,"inputs=[{""name"":""/Softmax_17_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_35_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569754/MatMul_35_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569755/MatMul_35_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3107"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
445,"inputs=[{""name"":""hidden_l16"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574598_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye623244dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3109"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L17:o_proj,HIGH
447,"inputs=[{""name"":""__myln_k_arg__bb1_3110"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye623249dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569778/up_proj_17/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569779/up_proj_17/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3112"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L17:up_proj,HIGH
448,"inputs=[{""name"":""__myln_k_arg__bb1_3112"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3111"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623254dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3113"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L17:gate_proj,HIGH
449,"inputs=[{""name"":""__myln_k_arg__bb1_3109"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3113"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8176 _ ONNXTRT_Broadcast_5096_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l17"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L17:down_proj,HIGH
453,"inputs=[{""name"":""__myln_k_arg__bb1_3117"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623259dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3118"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L18:v_proj,HIGH
457,"inputs=[{""name"":""__myln_k_arg__bb1_3116"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623417dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3121"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L18:k_proj,HIGH
461,"inputs=[{""name"":""__myln_k_arg__bb1_3115"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623422dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3126"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L18:q_proj,HIGH
465,"inputs=[{""name"":""/Add_72_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_148 _ /Transpose_93_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569852/MatMul_36_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569853/MatMul_36_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569849"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
468,"inputs=[{""name"":""/Softmax_18_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_37_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569873/MatMul_37_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569874/MatMul_37_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3132"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
470,"inputs=[{""name"":""hidden_l17"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574604_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye623774dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3134"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L18:o_proj,HIGH
472,"inputs=[{""name"":""__myln_k_arg__bb1_3135"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye623779dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569897/up_proj_18/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569898/up_proj_18/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3137"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L18:up_proj,HIGH
473,"inputs=[{""name"":""__myln_k_arg__bb1_3137"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3136"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623784dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3138"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L18:gate_proj,HIGH
474,"inputs=[{""name"":""__myln_k_arg__bb1_3134"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3138"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8212 _ ONNXTRT_Broadcast_5379_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l18"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L18:down_proj,HIGH
478,"inputs=[{""name"":""__myln_k_arg__bb1_3142"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623789dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3143"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L19:v_proj,HIGH
482,"inputs=[{""name"":""__myln_k_arg__bb1_3141"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623947dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3146"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L19:k_proj,HIGH
486,"inputs=[{""name"":""__myln_k_arg__bb1_3140"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye623952dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3151"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L19:q_proj,HIGH
490,"inputs=[{""name"":""/Add_76_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_156 _ /Transpose_98_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569971/MatMul_38_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569972/MatMul_38_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569968"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
493,"inputs=[{""name"":""/Softmax_19_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_39_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569992/MatMul_39_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569993/MatMul_39_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3157"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
495,"inputs=[{""name"":""hidden_l18"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574610_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye624304dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3159"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L19:o_proj,HIGH
497,"inputs=[{""name"":""__myln_k_arg__bb1_3160"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye624309dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570016/up_proj_19/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570017/up_proj_19/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3162"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L19:up_proj,HIGH
498,"inputs=[{""name"":""__myln_k_arg__bb1_3162"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3161"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye624314dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3163"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L19:gate_proj,HIGH
499,"inputs=[{""name"":""__myln_k_arg__bb1_3159"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3163"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8248 _ ONNXTRT_Broadcast_5662_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l19"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L19:down_proj,HIGH
503,"inputs=[{""name"":""__myln_k_arg__bb1_3167"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye624319dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3168"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L20:v_proj,HIGH
507,"inputs=[{""name"":""__myln_k_arg__bb1_3166"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye624477dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3171"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L20:k_proj,HIGH
511,"inputs=[{""name"":""__myln_k_arg__bb1_3165"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye624482dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3176"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L20:q_proj,HIGH
515,"inputs=[{""name"":""/Add_80_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_164 _ /Transpose_103_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570090/MatMul_40_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570091/MatMul_40_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570087"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
518,"inputs=[{""name"":""/Softmax_20_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_41_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570111/MatMul_41_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570112/MatMul_41_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3182"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
520,"inputs=[{""name"":""hidden_l19"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574616_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye624834dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3184"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L20:o_proj,HIGH
